Rej	ID	LipidMolec	LipidMolecGroup	ClassKey	SubClassKey	FAKey	FAGroupKey	CalcMass	BaseRt	MolFormula	MainIon	IonCnt	IsoCnt	PDBCnt	TotalSmpIDRate(%)	TotalGrade	OrgMeanArea[s1]	OrgMeanHeight[s1]	OrgMaxArea[s1]	OrgMaxHeight[s1]	OrgMedArea[s1]	OrgMedHeight[s1]	OrgAreaStd[s1]	OrgHeightStd[s1]	OrgAreaRsd(%)[s1]	OrgHeightRsd(%)[s1]	MeanArea[s1]	MeanHeight[s1]	MaxArea[s1]	MaxHeight[s1]	MedArea[s1]	MedHeight[s1]	MedSumArea[s1]	AreaStd[s1]	HeightStd[s1]	AreaRsd(%)[s1]	HeightRsd(%)[s1]	MeanConc[s1]	MaxConc[s1]	MedConc[s1]
false	1001	MG(P-20:5)	MG(P-20:5)	MG	monoalkenyl	(P-20:5)	(P-20:5)	360.2664	1.3453	C23 H36 O3	M+H	1	1	0	100.00	C	7.5790E3	9.6556E4	2.1404E4	3.2966E5	7.1886E3	8.5975E4	4.9164E3	6.7100E4	64.8692	69.4932	7.5790E3	9.6556E4	2.1404E4	3.2966E5	7.1886E3	8.5975E4	8.5975E4	4.9164E3	6.7100E4	64.87	69.49	NaN	NaN	NaN
false	10010	TG(45:10)	TG(45:10)	TG	triacyl	(45:10)	(45:10)	744.5329	8.2240	C48 H72 O6	M+NH4	1	1	0	100.00	C	4.2546E3	3.7262E4	1.1545E4	7.7572E4	3.6286E3	3.3104E4	2.7506E3	1.7614E4	64.6500	47.2710	4.2546E3	3.7262E4	1.1545E4	7.7572E4	3.6286E3	3.3104E4	3.3104E4	2.7506E3	1.7614E4	64.65	47.27	NaN	NaN	NaN
false	10011	TG(45:10)	TG(45:10)	TG	triacyl	(45:10)	(45:10)	744.5329	8.7136	C48 H72 O6	M+NH4	1	1	0	100.00	C	1.0556E3	3.3988E4	4.7464E3	7.5840E4	5.5767E2	2.7831E4	1.1384E3	1.9424E4	107.8522	57.1488	1.0556E3	3.3988E4	4.7464E3	7.5840E4	5.5767E2	2.7831E4	2.7831E4	1.1384E3	1.9424E4	107.85	57.15	NaN	NaN	NaN
false	10012	TG(45:10)	TG(45:10)	TG	triacyl	(45:10)	(45:10)	744.5329	8.9931	C48 H72 O6	M+NH4	1	1	0	100.00	C	4.4752E3	1.2968E5	2.0462E4	3.5836E5	2.3832E3	8.1928E4	5.0832E3	1.1202E5	113.5859	86.3814	4.4752E3	1.2968E5	2.0462E4	3.5836E5	2.3832E3	8.1928E4	8.1928E4	5.0832E3	1.1202E5	113.59	86.38	NaN	NaN	NaN
false	10013	PI(O-36:2)	PI(O-36:2)	PI	alkyl-acyl	(O-36:2)	(O-36:2)	848.5779	9.5600	C45 H85 O12 P1	M+Na	1	1	0	100.00	C	6.1742E4	5.1911E5	1.6830E5	1.3212E6	7.5824E4	6.4810E5	5.6747E4	4.5676E5	91.9101	87.9890	6.1742E4	5.1911E5	1.6830E5	1.3212E6	7.5824E4	6.4810E5	6.4810E5	5.6747E4	4.5676E5	91.91	87.99	NaN	NaN	NaN
false	10014	Hex2Cer(d35:8)	Hex2Cer(d35:8)	Hex2Cer	Ceramide disaccharides	(d35:8)	(d35:8)	861.5238	14.2870	C47 H75 N1 O13	M+Na	1	1	0	100.00	C	5.6427E3	6.1602E4	1.2578E4	1.2979E5	5.1057E3	5.7486E4	4.5661E3	4.0637E4	80.9200	65.9663	5.6427E3	6.1602E4	1.2578E4	1.2979E5	5.1057E3	5.7486E4	5.7486E4	4.5661E3	4.0637E4	80.92	65.97	NaN	NaN	NaN
false	10015	Hex2Cer(d35:8)	Hex2Cer(d35:8)	Hex2Cer	Ceramide disaccharides	(d35:8)	(d35:8)	861.5238	14.3636	C47 H75 N1 O13	M+Na	1	1	0	100.00	C	7.3627E3	6.9336E4	1.8609E4	1.5439E5	8.3783E3	5.9988E4	6.0492E3	4.9344E4	82.1608	71.1665	7.3627E3	6.9336E4	1.8609E4	1.5439E5	8.3783E3	5.9988E4	5.9988E4	6.0492E3	4.9344E4	82.16	71.17	NaN	NaN	NaN
false	10016	PI(20:4_17:1)	PI(37:5)	PI	diacyl	(20:4_17:1)	(37:5)	870.5258	8.3890	C46 H79 O13 P1	M+NH4	2	2	2	100.00	B	7.1995E3	9.6402E4	1.8070E4	3.3904E5	9.4219E3	1.1503E5	6.6266E3	9.0453E4	92.0433	93.8289	7.1995E3	9.6402E4	1.8070E4	3.3904E5	9.4219E3	1.1503E5	1.1503E5	6.6266E3	9.0453E4	92.04	93.83	NaN	NaN	NaN
false	10017	PI(37:5)	PI(37:5)	PI	diacyl	(37:5)	(37:5)	870.5258	8.7557	C46 H79 O13 P1	M+NH4	1	2	10	100.00	C	1.1606E3	3.1327E4	3.3067E3	9.8839E4	8.5525E2	3.4832E4	1.1766E3	2.9536E4	101.3771	94.2828	1.1606E3	3.1327E4	3.3067E3	9.8839E4	8.5525E2	3.4832E4	3.4832E4	1.1766E3	2.9536E4	101.38	94.28	NaN	NaN	NaN
false	10018	Hex1Cer(d35:2)	Hex1Cer(d35:2)	Hex1Cer	Ceramide monosaccharides	(d35:2)	(d35:2)	711.5649	12.1437	C41 H77 N1 O8	M+H	1	1	0	100.00	C	3.4055E3	1.1227E5	5.9005E3	3.7027E5	3.4308E3	6.4895E4	1.4976E3	9.7769E4	43.9748	87.0879	3.4055E3	1.1227E5	5.9005E3	3.7027E5	3.4308E3	6.4895E4	6.4895E4	1.4976E3	9.7769E4	43.97	87.09	NaN	NaN	NaN
false	1002	MG(P-20:5)	MG(P-20:5)	MG	monoalkenyl	(P-20:5)	(P-20:5)	360.2664	1.4419	C23 H36 O3	M+H	1	1	0	100.00	C	1.3139E4	1.1621E5	5.7347E4	5.0954E5	1.0255E4	8.5798E4	1.3854E4	1.1841E5	105.4404	101.8887	1.3139E4	1.1621E5	5.7347E4	5.0954E5	1.0255E4	8.5798E4	8.5798E4	1.3854E4	1.1841E5	105.44	101.89	NaN	NaN	NaN
false	10020	PC(O-33:2)	PC(O-33:2)	PC	alkyl-acyl	(O-33:2)	(O-33:2)	729.5672	10.4182	C41 H80 N1 O7 P1	M+H	1	1	0	100.00	C	8.1699E4	8.9761E5	1.9634E5	1.9996E6	9.1629E4	8.2380E5	6.8361E4	5.6072E5	83.6746	62.4678	8.1699E4	8.9761E5	1.9634E5	1.9996E6	9.1629E4	8.2380E5	8.2380E5	6.8361E4	5.6072E5	83.67	62.47	NaN	NaN	NaN
false	10021	PC(O-33:2)	PC(O-33:2)	PC	alkyl-acyl	(O-33:2)	(O-33:2)	729.5672	10.5683	C41 H80 N1 O7 P1	M+H	1	1	0	100.00	C	2.0719E5	2.2199E6	6.4055E5	6.3626E6	1.1094E5	1.5772E6	2.0058E5	1.9623E6	96.8087	88.3955	2.0719E5	2.2199E6	6.4055E5	6.3626E6	1.1094E5	1.5772E6	1.5772E6	2.0058E5	1.9623E6	96.81	88.40	NaN	NaN	NaN
false	10022	PC(O-33:2)	PC(O-33:2)	PC	alkyl-acyl	(O-33:2)	(O-33:2)	729.5672	10.6796	C41 H80 N1 O7 P1	M+H	1	1	0	100.00	C	3.1425E5	2.0187E6	9.7971E5	5.2738E6	2.7557E5	1.7615E6	2.8014E5	1.5459E6	89.1462	76.5799	3.1425E5	2.0187E6	9.7971E5	5.2738E6	2.7557E5	1.7615E6	1.7615E6	2.8014E5	1.5459E6	89.15	76.58	NaN	NaN	NaN
false	10023	PC(O-33:2)	PC(O-33:2)	PC	alkyl-acyl	(O-33:2)	(O-33:2)	729.5672	10.8544	C41 H80 N1 O7 P1	M+H	1	1	0	100.00	C	5.5383E4	4.3296E5	1.6938E5	1.3531E6	4.8067E4	3.8447E5	5.1586E4	3.7228E5	93.1443	85.9846	5.5383E4	4.3296E5	1.6938E5	1.3531E6	4.8067E4	3.8447E5	3.8447E5	5.1586E4	3.7228E5	93.14	85.98	NaN	NaN	NaN
false	10024	PC(O-33:2)	PC(O-33:2)	PC	alkyl-acyl	(O-33:2)	(O-33:2)	729.5672	10.8957	C41 H80 N1 O7 P1	M+H	1	1	0	100.00	C	6.0910E4	4.6211E5	1.6938E5	1.3531E6	4.8067E4	4.2716E5	4.9961E4	3.5143E5	82.0245	76.0483	6.0910E4	4.6211E5	1.6938E5	1.3531E6	4.8067E4	4.2716E5	4.2716E5	4.9961E4	3.5143E5	82.02	76.05	NaN	NaN	NaN
false	10026	PC(O-33:2)	PC(O-33:2)	PC	alkyl-acyl	(O-33:2)	(O-33:2)	729.5672	11.0464	C41 H80 N1 O7 P1	M+H	1	1	0	100.00	C	5.7044E4	3.6977E5	1.5491E5	9.9014E5	5.0107E4	3.4727E5	4.3495E4	2.7736E5	76.2483	75.0076	5.7044E4	3.6977E5	1.5491E5	9.9014E5	5.0107E4	3.4727E5	3.4727E5	4.3495E4	2.7736E5	76.25	75.01	NaN	NaN	NaN
false	10028	PC(O-33:2)	PC(O-33:2)	PC	alkyl-acyl	(O-33:2)	(O-33:2)	729.5672	11.1632	C41 H80 N1 O7 P1	M+H	1	1	0	100.00	C	3.1126E4	4.9516E5	9.5670E4	1.4985E6	2.6853E4	4.5032E5	2.5029E4	3.6026E5	80.4143	72.7562	3.1126E4	4.9516E5	9.5670E4	1.4985E6	2.6853E4	4.5032E5	4.5032E5	2.5029E4	3.6026E5	80.41	72.76	NaN	NaN	NaN
false	10029	PC(O-33:2)	PC(O-33:2)	PC	alkyl-acyl	(O-33:2)	(O-33:2)	729.5672	11.2627	C41 H80 N1 O7 P1	M+H	1	1	0	100.00	C	1.5154E4	1.5463E5	5.4238E4	4.3412E5	1.0603E4	1.2472E5	1.5060E4	1.2039E5	99.3793	77.8597	1.5154E4	1.5463E5	5.4238E4	4.3412E5	1.0603E4	1.2472E5	1.2472E5	1.5060E4	1.2039E5	99.38	77.86	NaN	NaN	NaN
false	1003	MG(P-20:5)	MG(P-20:5)	MG	monoalkenyl	(P-20:5)	(P-20:5)	360.2664	1.6013	C23 H36 O3	M+H	1	1	0	100.00	C	3.8885E4	2.1094E5	1.5182E5	5.8050E5	3.1503E4	1.8596E5	3.3014E4	1.5302E5	84.9021	72.5434	3.8885E4	2.1094E5	1.5182E5	5.8050E5	3.1503E4	1.8596E5	1.8596E5	3.3014E4	1.5302E5	84.90	72.54	NaN	NaN	NaN
false	10030	PC(O-33:2)	PC(O-33:2)	PC	alkyl-acyl	(O-33:2)	(O-33:2)	729.5672	11.3224	C41 H80 N1 O7 P1	M+H	1	1	0	100.00	C	1.0630E4	1.2127E5	4.3507E4	3.7480E5	7.3019E3	8.5500E4	1.1182E4	9.8305E4	105.1956	81.0644	1.0630E4	1.2127E5	4.3507E4	3.7480E5	7.3019E3	8.5500E4	8.5500E4	1.1182E4	9.8305E4	105.20	81.06	NaN	NaN	NaN
false	10032	PC(O-33:2)	PC(O-33:2)	PC	alkyl-acyl	(O-33:2)	(O-33:2)	729.5672	11.7724	C41 H80 N1 O7 P1	M+H	1	1	0	100.00	C	8.1991E4	9.3391E5	1.8528E5	2.4557E6	1.0605E5	9.2154E5	7.4139E4	8.0979E5	90.4233	86.7097	8.1991E4	9.3391E5	1.8528E5	2.4557E6	1.0605E5	9.2154E5	9.2154E5	7.4139E4	8.0979E5	90.42	86.71	NaN	NaN	NaN
false	10033	PC(O-33:2)	PC(O-33:2)	PC	alkyl-acyl	(O-33:2)	(O-33:2)	729.5672	11.8293	C41 H80 N1 O7 P1	M+H	1	1	0	100.00	C	8.2506E4	6.6929E5	1.8528E5	1.3682E6	1.0670E5	7.4186E5	7.4595E4	3.8596E5	90.4110	57.6661	8.2506E4	6.6929E5	1.8528E5	1.3682E6	1.0670E5	7.4186E5	7.4186E5	7.4595E4	3.8596E5	90.41	57.67	NaN	NaN	NaN
false	1004	MG(P-20:5)	MG(P-20:5)	MG	monoalkenyl	(P-20:5)	(P-20:5)	360.2664	7.8514	C23 H36 O3	M+H	1	1	0	100.00	C	9.4279E3	9.8065E4	2.4995E4	2.3209E5	7.2951E3	6.6945E4	6.4962E3	6.9266E4	68.9042	70.6331	9.4279E3	9.8065E4	2.4995E4	2.3209E5	7.2951E3	6.6945E4	6.6945E4	6.4962E3	6.9266E4	68.90	70.63	NaN	NaN	NaN
false	10041	PC(O-33:2)	PC(O-33:2)	PC	alkyl-acyl	(O-33:2)	(O-33:2)	729.5672	13.5500	C41 H80 N1 O7 P1	M+H	1	1	0	100.00	C	1.3225E5	1.5435E6	3.9859E5	4.4481E6	1.0209E5	1.2930E6	1.0595E5	1.2242E6	80.1141	79.3106	1.3225E5	1.5435E6	3.9859E5	4.4481E6	1.0209E5	1.2930E6	1.2930E6	1.0595E5	1.2242E6	80.11	79.31	NaN	NaN	NaN
false	10042	PC(O-33:2)	PC(O-33:2)	PC	alkyl-acyl	(O-33:2)	(O-33:2)	729.5672	13.6605	C41 H80 N1 O7 P1	M+Na	2	1	0	100.00	C	1.1960E6	1.6517E7	9.2821E6	4.4815E7	4.5601E5	1.3500E7	2.0205E6	1.3576E7	168.9398	82.1982	1.1960E6	1.6517E7	9.2821E6	4.4815E7	4.5601E5	1.3500E7	1.3500E7	2.0205E6	1.3576E7	168.94	82.20	NaN	NaN	NaN
false	10045	PC(O-33:2)	PC(O-33:2)	PC	alkyl-acyl	(O-33:2)	(O-33:2)	729.5672	13.9395	C41 H80 N1 O7 P1	M+Na	2	1	0	100.00	C	1.1924E6	1.2214E7	4.6430E6	3.9224E7	5.2354E5	1.1142E7	1.5066E6	1.2237E7	126.3489	100.1849	1.1924E6	1.2214E7	4.6430E6	3.9224E7	5.2354E5	1.1142E7	1.1142E7	1.5066E6	1.2237E7	126.35	100.18	NaN	NaN	NaN
false	10046	PC(O-33:2)	PC(O-33:2)	PC	alkyl-acyl	(O-33:2)	(O-33:2)	729.5672	13.9961	C41 H80 N1 O7 P1	M+Na	2	1	0	100.00	C	1.1925E6	1.2214E7	4.6430E6	3.9224E7	5.2354E5	1.1142E7	1.5066E6	1.2237E7	126.3402	100.1849	1.1925E6	1.2214E7	4.6430E6	3.9224E7	5.2354E5	1.1142E7	1.1142E7	1.5066E6	1.2237E7	126.34	100.18	NaN	NaN	NaN
false	10047	PC(O-33:2)	PC(O-33:2)	PC	alkyl-acyl	(O-33:2)	(O-33:2)	729.5672	14.0842	C41 H80 N1 O7 P1	M+H	1	1	0	100.00	C	3.3329E4	1.8454E5	1.0339E5	5.5817E5	2.7362E4	1.6319E5	2.6378E4	1.4420E5	79.1452	78.1429	3.3329E4	1.8454E5	1.0339E5	5.5817E5	2.7362E4	1.6319E5	1.6319E5	2.6378E4	1.4420E5	79.15	78.14	NaN	NaN	NaN
false	10049	PC(O-33:2)	PC(O-33:2)	PC	alkyl-acyl	(O-33:2)	(O-33:2)	729.5672	14.3185	C41 H80 N1 O7 P1	M+H	1	1	0	100.00	C	2.1658E4	1.0615E5	7.4232E4	3.5788E5	1.6402E4	6.9555E4	1.8651E4	9.6916E4	86.1170	91.2981	2.1658E4	1.0615E5	7.4232E4	3.5788E5	1.6402E4	6.9555E4	6.9555E4	1.8651E4	9.6916E4	86.12	91.30	NaN	NaN	NaN
false	1005	MG(P-20:5)	MG(P-20:5)	MG	monoalkenyl	(P-20:5)	(P-20:5)	360.2664	7.9510	C23 H36 O3	M+H	1	1	0	100.00	C	1.5192E4	7.9762E4	3.7933E4	2.0519E5	1.0332E4	5.3813E4	1.1389E4	5.8322E4	74.9676	73.1191	1.5192E4	7.9762E4	3.7933E4	2.0519E5	1.0332E4	5.3813E4	5.3813E4	1.1389E4	5.8322E4	74.97	73.12	NaN	NaN	NaN
false	10050	PC(O-33:2)	PC(O-33:2)	PC	alkyl-acyl	(O-33:2)	(O-33:2)	729.5672	14.6053	C41 H80 N1 O7 P1	M+H	1	1	0	100.00	C	1.3417E4	7.5498E4	3.5333E4	1.7622E5	1.2332E4	6.5773E4	1.0016E4	5.2879E4	74.6522	70.0407	1.3417E4	7.5498E4	3.5333E4	1.7622E5	1.2332E4	6.5773E4	6.5773E4	1.0016E4	5.2879E4	74.65	70.04	NaN	NaN	NaN
false	10052	PC(O-33:2)	PC(O-33:2)	PC	alkyl-acyl	(O-33:2)	(O-33:2)	729.5672	15.7193	C41 H80 N1 O7 P1	M+H	1	1	0	100.00	C	8.4099E5	4.3063E6	2.4628E6	1.1054E7	6.5689E5	3.5727E6	7.1153E5	3.1305E6	84.6070	72.6948	8.4099E5	4.3063E6	2.4628E6	1.1054E7	6.5689E5	3.5727E6	3.5727E6	7.1153E5	3.1305E6	84.61	72.69	NaN	NaN	NaN
false	10053	PC(O-33:2)	PC(O-33:2)	PC	alkyl-acyl	(O-33:2)	(O-33:2)	729.5672	16.0920	C41 H80 N1 O7 P1	M+H	1	1	0	100.00	C	1.7361E4	1.7005E5	5.3317E4	5.7001E5	1.5483E4	9.8047E4	1.3208E4	1.4680E5	76.0810	86.3244	1.7361E4	1.7005E5	5.3317E4	5.7001E5	1.5483E4	9.8047E4	9.8047E4	1.3208E4	1.4680E5	76.08	86.32	NaN	NaN	NaN
false	10056	Hex2Cer(d36:3)	Hex2Cer(d36:3)	Hex2Cer	Ceramide disaccharides	(d36:3)	(d36:3)	885.6177	13.4154	C48 H87 N1 O13	M+H	1	1	0	100.00	C	2.2542E4	1.1978E5	8.8165E4	4.1911E5	1.0217E4	6.0132E4	2.8490E4	1.3537E5	126.3867	113.0110	2.2542E4	1.1978E5	8.8165E4	4.1911E5	1.0217E4	6.0132E4	6.0132E4	2.8490E4	1.3537E5	126.39	113.01	NaN	NaN	NaN
false	10057	Hex2Cer(d36:3)	Hex2Cer(d36:3)	Hex2Cer	Ceramide disaccharides	(d36:3)	(d36:3)	885.6177	13.6318	C48 H87 N1 O13	M+H	1	1	0	100.00	C	7.4004E3	4.5807E4	3.7104E4	2.8280E5	3.2705E3	3.2338E4	1.0961E4	6.4853E4	148.1180	141.5773	7.4004E3	4.5807E4	3.7104E4	2.8280E5	3.2705E3	3.2338E4	3.2338E4	1.0961E4	6.4853E4	148.12	141.58	NaN	NaN	NaN
false	10058	Hex2Cer(d36:3)	Hex2Cer(d36:3)	Hex2Cer	Ceramide disaccharides	(d36:3)	(d36:3)	885.6177	13.7048	C48 H87 N1 O13	M+H	1	1	0	100.00	C	6.6975E3	4.3472E4	3.0532E4	2.1209E5	3.0575E3	2.7391E4	9.5174E3	5.6028E4	142.1049	128.8839	6.6975E3	4.3472E4	3.0532E4	2.1209E5	3.0575E3	2.7391E4	2.7391E4	9.5174E3	5.6028E4	142.10	128.88	NaN	NaN	NaN
false	10059	Hex2Cer(d36:3)	Hex2Cer(d36:3)	Hex2Cer	Ceramide disaccharides	(d36:3)	(d36:3)	885.6177	15.8432	C48 H87 N1 O13	M+NH4	1	1	0	100.00	C	1.5731E5	8.9558E5	3.3372E5	1.9058E6	1.4775E5	9.0621E5	8.5612E4	4.5078E5	54.4228	50.3336	1.5731E5	8.9558E5	3.3372E5	1.9058E6	1.4775E5	9.0621E5	9.0621E5	8.5612E4	4.5078E5	54.42	50.33	NaN	NaN	NaN
false	10061	TG(O-48:15)	TG(O-48:15)	TG	alkyl-acyl	(O-48:15)	(O-48:15)	762.5223	10.1135	C51 H70 O5	M+H	1	1	0	100.00	C	6.0422E3	1.4477E5	2.0164E4	4.5291E5	3.2667E3	1.4871E5	6.5926E3	1.3945E5	109.1080	96.3248	6.0422E3	1.4477E5	2.0164E4	4.5291E5	3.2667E3	1.4871E5	1.4871E5	6.5926E3	1.3945E5	109.11	96.32	NaN	NaN	NaN
false	10062	TG(O-48:15)	TG(O-48:15)	TG	alkyl-acyl	(O-48:15)	(O-48:15)	762.5223	10.3235	C51 H70 O5	M+H	1	1	0	100.00	C	8.2098E5	8.6899E6	2.6243E6	2.1315E7	9.9838E5	9.9943E6	6.9548E5	6.9030E6	84.7127	79.4373	8.2098E5	8.6899E6	2.6243E6	2.1315E7	9.9838E5	9.9943E6	9.9943E6	6.9548E5	6.9030E6	84.71	79.44	NaN	NaN	NaN
false	10063	TG(O-48:15)	TG(O-48:15)	TG	alkyl-acyl	(O-48:15)	(O-48:15)	762.5223	10.4276	C51 H70 O5	M+H	1	1	0	100.00	C	1.2039E6	7.6761E6	2.8424E6	1.9139E7	1.4451E6	9.2682E6	9.5840E5	6.2878E6	79.6076	81.9135	1.2039E6	7.6761E6	2.8424E6	1.9139E7	1.4451E6	9.2682E6	9.2682E6	9.5840E5	6.2878E6	79.61	81.91	NaN	NaN	NaN
false	10067	Hex2Cer(d37:3)	Hex2Cer(d37:3)	Hex2Cer	Ceramide disaccharides	(d37:3)	(d37:3)	899.6334	13.5374	C49 H89 N1 O13	M+H	1	1	0	100.00	C	4.7854E3	5.1600E4	1.6602E4	1.4010E5	3.6693E3	5.9039E4	5.3270E3	5.1255E4	111.3173	99.3311	4.7854E3	5.1600E4	1.6602E4	1.4010E5	3.6693E3	5.9039E4	5.9039E4	5.3270E3	5.1255E4	111.32	99.33	NaN	NaN	NaN
false	10068	Hex1Cer(d39:2)	Hex1Cer(d39:2)	Hex1Cer	Ceramide monosaccharides	(d39:2)	(d39:2)	767.6275	11.7840	C45 H85 N1 O8	M+Na	1	1	0	100.00	C	4.2968E5	1.9797E6	8.0833E5	3.5888E6	3.7559E5	1.8342E6	1.9942E5	7.2376E5	46.4119	36.5594	4.2968E5	1.9797E6	8.0833E5	3.5888E6	3.7559E5	1.8342E6	1.8342E6	1.9942E5	7.2376E5	46.41	36.56	NaN	NaN	NaN
false	10069	Hex1Cer(d39:2)	Hex1Cer(d39:2)	Hex1Cer	Ceramide monosaccharides	(d39:2)	(d39:2)	767.6275	11.9816	C45 H85 N1 O8	M+Na	1	1	0	100.00	C	3.8003E5	2.7555E6	7.5171E5	5.1269E6	3.0828E5	2.6677E6	2.0193E5	1.2078E6	53.1349	43.8320	3.8003E5	2.7555E6	7.5171E5	5.1269E6	3.0828E5	2.6677E6	2.6677E6	2.0193E5	1.2078E6	53.13	43.83	NaN	NaN	NaN
