Polarity,Peak_shape,Alignment.ID,Average.Rt.min.,Average.Mz,Metabolite.name,Metabolite,Adduct.type,Post.curation.result,Fill..,MS.MS.assigned,Reference.RT,Reference.m.z,Formula,Ontology,INCHIKEY,SMILES,Annotation.tag..VS1.0.,RT.matched,m.z.matched,MS.MS.matched,Comment,Manually.modified.for.quantification,Manually.modified.for.annotation,Isotope.tracking.parent.ID,Isotope.tracking.weight.number,RT.similarity,m.z.similarity,Simple.dot.product,Weighted.dot.product,Reverse.dot.product,Matched.peaks.count,Matched.peaks.percentage,Total.score,S.N.average,Spectrum.reference.file.name,MS1.isotopic.spectrum,MS.MS.spectrum,QC.low_MSMS_pos2,XY.pos_1,XY.pos_10,XY.pos_11,XY.pos_12,XY.pos_13,XY.pos_14,XY.pos_15,XY.pos_16,XY.pos_17,XY.pos_19,XY.pos_2,XY.pos_3,XY.pos_4,XY.pos_5,XY.pos_6,XY.pos_7,XY.pos_8,XY.pos_9,X1,X1.1,ppm
Neg,Yes,9778,3.531,480.30908,LPE 18:0,LPE 18:0,[M-H]-,null,1,TRUE,6.828,480.3096,C23H48NO7P,LPE,BBYWOYAFBUOUFP-UHFFFAOYSA-N,O=C(OCC(O)COP(=O)(O)OCCN)CCCCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,9778,0,0,1,0.86,0.94,0.94,5,2,2.58,664.26,QC-low_MSMS_neg1,480.30920:10135425 481.31387:2779058 482.31854:543834,78.95569:20368 82.27711:5813 82.58274:4879 85.64811:4636 86.09629:4097 87.62354:6231 90.61782:7373 90.62259:5967 94.49036:5375 94.77802:3677 94.81088:4902 97.32855:4360 109.50554:5677 109.51540:5059 109.57890:3823 109.73792:5646 109.74853:5078 109.91609:5268 109.94748:5241 111.99396:4254 121.75494:5830 128.54277:6107 128.55133:4772 128.58794:5295 128.63129:6561 128.78996:5730 128.80209:4521 128.88324:6352 128.92056:4213 129.18449:4290 135.49931:3692 140.01169:38520 141.61949:3955 143.18724:4697 152.94749:9070 152.99583:8245 153.06386:7145 153.10196:4177 153.12244:4372 153.50092:4836 153.61536:5798 176.52179:4225 185.16605:3742 185.18115:7683 185.25816:5561 185.46469:4747 185.61494:5629 185.76282:4340 186.61018:6460 196.03799:306680 214.04901:49829 221.32455:4548 228.58183:6898 229.37762:6267 255.23322:26235 283.26425:2953345 289.08615:5134 289.20731:5021 289.23761:6853 289.35727:7138 290.23886:5842 290.37344:6025 318.51959:5669 377.85818:8925 379.17099:8006 379.37448:6631 389.52716:5815 389.57275:9461 480.30911:503355,121224983,25289986,30470948,16818196,25093634,24450775,16830591,17308002,18413138,22255877,20670616,26599420,19809004,26563180,22216384,23232828,21640496,30118430,22963990,32846354.66,31116547.05,1.082635034
Neg,Yes,9592,1.059,474.26096,LPE 18:3,LPE 18:3,[M-H]-,null,0.8,TRUE,6.104,474.2626,C23H42NO7P,LPE,NTBBASCGALPTDC-UHFFFAOYSA-N,O=C(OCC(O)COP(=O)(O)OCCN)CCCCCCCC=CCC=CCC=CCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,9592,0,0,0.99,0.36,0.42,0.76,5,2,2.27,44.81,QC-low_MSMS_neg1,474.26096:1657547 475.26562:0 476.27029:0,82.27688:2964 82.48333:3334 82.50936:3147 82.57639:3745 82.62119:3335 89.02801:2717 94.42202:2886 94.42831:3827 94.60931:2430 94.69615:3177 94.72080:2841 94.81865:3397 94.85761:2607 97.30020:8295 99.23446:2606 100.21851:2666 109.50852:3095 109.54269:3229 109.56991:2418 109.84300:3248 109.97476:2723 110.00735:2768 128.01024:8212 128.78508:3315 128.82422:2340 129.09177:3582 152.92911:2553 152.94681:3019 153.06009:3661 153.09967:2566 153.27724:3192 153.66217:3872 154.62750:2630 160.45563:2890 173.00816:3422 185.16023:3922 185.73924:3120 185.97783:3558 196.03809:16371 214.04915:3811 220.14661:10426 221.15524:13345 224.06834:5770 240.09891:29402 249.14977:7703 253.10631:7248 254.11736:4044 276.16028:82115 277.21729:191466 285.09677:40524 289.19531:6105 289.33997:4452 290.20547:4380 294.17972:5624 294.21152:4546 362.12839:6617 362.17227:98848 377.83203:5102 379.12268:5534 379.16528:3697 379.35999:4087 387.23700:3394 388.19894:6677 417.77115:3642 474.27148:234823 474.36493:29040,3569228,833255,1099258,508368,973160,742167,437248,481961,590855,85846,511603,974727,875508,757115,666894,997624,556733,1107821,668100,1039566.921,1038613.387,3.457999851
Pos,Yes,10786,1.652,454.32855,LPC O-14:0,LPC O-14:0,[M+H]+,null,0.63,TRUE,5.624,454.32919,C22H48NO6P,EtherLPC,NJGCXCOQLSTJQC-UHFFFAOYSA-N,O=P([O-])(OCC[N+](C)(C)C)OCC(OCCCCCCCCCCCCCC)CO,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,10786,0,0,1,0.58,0.59,0.92,5,2,2.43,126.37,QC-low_MSMS_pos2,454.32855:4106902 455.33322:0 456.33789:0,81.01842:3272 82.55755:3157 85.10112:5646 86.09642:9783 88.11195:8866 89.05966:22197 94.58096:3156 95.08562:4264 102.12776:6739 104.10696:264942 107.94999:2758 109.10130:3212 109.82421:2793 123.08005:2807 125.00002:8346 128.43527:2668 128.47784:3031 128.53038:2656 128.55684:2820 128.73305:3246 133.08603:13567 146.98190:5176 152.92157:4185 153.41560:3087 153.46317:2503 153.52812:3085 177.11176:6759 181.12160:4184 184.07312:36790 185.08017:3573 185.57904:2612 185.66571:3496 289.21164:5332 290.07507:5944 313.27374:16509 354.21494:3327 377.45966:4876 377.67639:4531 378.73071:3260 379.15710:4416 387.93787:3936 436.31830:4495 454.32703:91585 454.42123:18239,45459790,15004973,17704716,11481543,13271383,171854,132704,173285,116141,126619,142578,17535316,11636729,14438702,12245181,13632169,13167255,17209102,13021030,11403740.53,10720320.4,1.40867022
Pos,Yes,11423,2.035,468.3429,LPC O-15:0,LPC O-15:0a,[M+H]+,null,0.26,TRUE,5.88,468.34491,C23H50NO6P,EtherLPC,VTFABDYKCIOCAV-UHFFFAOYSA-N,O=P([O-])(OCC[N+](C)(C)C)OCC(OCCCCCCCCCCCCCCC)CO,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,11423,0,0,0.98,0.15,0.22,0.94,5,2,2.26,194.08,QC-low_MSMS_pos2,468.34290:4119599 469.34756:639657 470.35223:0,82.30127:5502 83.08542:19535 85.10114:204810 86.09644:29208 87.04403:25040 88.11217:7013 89.05966:1187677 91.07558:9143 94.40987:7960 94.67692:5695 97.10112:38940 97.28172:13194 99.11673:44934 104.10693:416753 107.07024:19575 109.54876:8203 109.58332:8987 109.70443:5060 111.11674:34127 111.64773:5190 113.13261:30797 117.09097:35101 124.99986:12727 125.13295:6087 127.14848:11996 128.45537:4536 128.55432:6310 128.59814:6252 128.75392:4793 128.92743:5141 128.97433:6209 129.06068:5575 129.32793:4345 129.48833:5031 130.08643:16234 131.07089:8668 133.08589:708340 135.10217:7131 149.11688:7979 151.09654:19753 152.79584:5189 152.90092:6377 152.96021:6363 153.01595:5321 153.07312:8347 153.45470:5857 153.51649:5833 161.34320:7160 169.19511:41921 177.11205:199648 184.07326:76033 185.56453:5608 185.68475:5404 185.71098:5082 195.12273:32678 213.22157:24996 221.13834:14713 229.28773:5018 229.41107:8001 239.14857:33780 257.24716:56361 283.17459:98652 289.13629:7749 289.28381:8269 289.57547:6800 290.43771:6201 301.27429:19562 363.31012:14715 372.63977:5903 377.70486:6379 377.77109:10041 378.21033:5890 378.82584:7288 379.05804:9584 387.98288:10414 388.03241:4990 407.33548:10490 415.31854:6570 440.66205:6776 451.36313:58680 468.34274:122179,64823089,20952820,22674478,16890462,19220504,2849755,2581442,3100813,2326874,2025304,3037252,22727842,15750940,19960554,17032352,17147056,16855584,20124126,18570866,16244848.05,14181750.26,4.291708861
Pos,Yes,12023,2.618,482.36008,LPC O-16:0,LPC O-16:0,[M+H]+,null,1,TRUE,6.617,482.3605,C24H52NO6P,EtherLPC,RKKJZVVEVRCBJA-UHFFFAOYSA-N,O=P([O-])(OCC[N+](C)(C)C)OCC(OCCCCCCCCCCCCCCCC)CO,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,12023,0,0,1,0.12,0.15,0.93,5,2,2.24,580.47,QC-low_MSMS_pos2,482.36008:37567632 483.36474:10113887 484.36941:1773079,82.26702:3458 85.10117:14700 86.09637:15116 87.04411:9825 89.05966:550189 94.38007:3399 94.60398:3684 99.11676:2860 102.12738:7343 103.03892:180914 104.10693:129666 105.11034:3268 107.07011:7492 109.52744:3014 109.59364:3658 109.69595:3204 109.70402:2750 109.81433:3042 109.89068:3419 109.89848:2815 125.00002:6617 125.14424:3256 128.56502:3377 128.57393:3311 128.62363:3148 129.02873:3390 130.08601:10451 131.07043:5823 133.08589:500810 141.08287:3279 147.06531:7100 149.11765:3345 151.09657:11914 152.89484:3325 152.93556:4537 153.04413:3489 153.22728:3486 153.48717:4305 153.53255:3381 154.36385:4617 159.28561:3655 161.42564:4578 170.05742:9582 177.11200:155765 181.02544:5362 184.07330:127128 185.01169:3255 185.02843:4363 185.08174:3476 185.54434:3460 185.68312:3350 185.90987:3924 195.12276:28197 209.10115:3501 221.13773:7975 228.56967:4965 228.76750:4956 229.28992:4402 239.14850:35141 283.17468:222754 289.21710:4455 289.25311:4751 290.08420:4108 290.11761:3874 297.15369:11929 299.25623:5156 310.30887:21268 313.27335:54386 339.28769:5686 340.29044:8686 341.29550:28967 377.70099:4714 377.74698:4856 378.12192:3722 378.99377:5315 385.34668:6044 461.73752:4917 464.31125:14051 482.36096:46152 482.45602:34219,471428812,84328368,97209624,72032856,80748456,17421563,14743206,16534082,13986314,12749981,15967713,92596355,66790112,83568216,69177896,72025240,71653808,91160048,76573832,80036656.92,99864054.71,0.870718063
Pos,Yes,15047,6.832,538.41986,LPC O-20:0,LPC O-20:0a,[M+H]+,null,0.42,TRUE,7.643,538.4231,C28H60NO6P,EtherLPC,YYGTUBFHUJNRRV-UHFFFAOYSA-N,O=P([O-])(OCC[N+](C)(C)C)OCC(OCCCCCCCCCCCCCCCCCCCC)CO,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,15047,0,0,0.96,0.26,0.25,0.85,5,2,2.24,7.89,QC-low_MSMS_pos2,538.41986:145530 539.42453:0 540.42920:0,82.26181:3833 82.28328:2829 82.46844:3314 82.57269:3310 83.08553:3527 94.28869:3292 94.47398:2768 94.55620:2696 95.08555:3262 104.10694:85802 109.10152:3879 109.55688:2573 109.72676:3968 109.93801:2996 110.03429:5079 111.04429:3049 123.11694:5301 126.82536:2636 127.72724:2545 128.54155:2764 128.96161:3160 129.00777:2832 129.04520:2784 129.17024:2802 132.92772:3062 153.03340:2823 153.49576:3903 153.55522:2930 158.82097:3108 177.16441:2952 179.03096:2724 184.07350:20835 185.06677:3873 185.14426:3151 185.18329:2792 185.21550:4213 185.55655:3591 185.57549:3507 185.73076:4324 185.75919:3745 192.61058:2977 228.43155:3939 228.58794:3390 289.00189:3751 289.14417:3989 290.13110:4718 290.19241:4346 334.16431:3882 378.06223:3480 379.01749:3757 379.38995:3802 385.47852:6382 407.75696:3515 457.40390:4013 467.38828:11278 497.27863:11667 514.02777:5653 514.10327:4297 514.37085:4361 514.71936:3663 516.10822:3995 538.43011:18511 538.58679:8011 540.99768:3878,1231847,218017,289214,225230,297084,18110,13251,16907,19476,4545,8397,135750,150971,266582,130423,124396,148804,174251,147289,190554.9849,270588.725,6.017572426
Neg,Yes,20152,11.456,863.56641,PI 36:1|PI 18:0_18:1,PI 18:0_18:1,[M-H]-,null,0.85,TRUE,9.147,863.56549,C45H85O13P,PI,YOBFISPJJWPPTK-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,20152,0,0,1,0.16,0.36,0.81,9,2,2.25,8225.18,QC-low_MSMS_neg1,863.56476:157183 864.56943:88051 865.57409:0,82.26524:4877 82.37483:3790 82.39874:3455 82.54595:3476 94.41926:6765 94.46947:4468 94.55427:5431 94.68650:6626 97.29290:7246 109.73451:4472 109.90320:4445 110.23866:3635 115.62808:3682 128.78404:3992 128.99763:6955 129.03654:3933 152.99593:6219 153.03964:5028 153.37532:4041 153.48517:4196 153.52458:4109 153.53757:7320 153.64052:3999 185.08284:4642 185.14688:4865 185.24731:3930 185.74069:4849 190.86980:4288 228.44325:4494 228.54887:4942 229.25336:5396 229.34630:5171 241.01184:10145 281.24884:15841 283.26398:6034 285.00314:4079 289.18686:4810 289.33429:6613 290.18564:7180 290.31741:4925 332.90976:5476 377.59634:5640 377.81900:9547 378.89297:4747 379.08765:6281 379.73233:4790 386.52579:6144 419.25415:5486 424.27185:5066 513.44745:4900 514.08826:9787 516.16882:8579 581.31158:5739 739.95990:6278 741.18060:5387 742.89276:7312 743.55585:7813 823.98962:4981 863.56622:42622,1255230,376363,263990,181449,311357,18837660,2454017,3290678,10124352,1971695,3325237,366791,262288,300209,185575,360693,342673,270192,487511,2310377.829,4511611.133,1.065350585
Neg,Yes,16126,12.262,726.54596,PE O-36:3|PE O-18:2_18:1,PE O-18:2_18:1,[M-H]-,null,0.65,TRUE,10.716,726.54431,C41H78NO7P,EtherPE,KTJAFMBXBPVGGI-UHFFFAOYSA-N,O=C(OC(COCCCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,16126,0,0,0.99,0.55,0.54,0.77,3,2,2.35,26108.63,QC-low_MSMS_neg1,726.54620:347192 727.55087:165022 728.55554:26787,82.29543:3257 82.52538:3382 82.59281:4637 94.25910:3288 94.46953:3458 94.49562:3698 94.70675:3903 94.81993:3822 97.30039:6838 102.54500:3980 108.49242:3617 109.52364:3944 109.79861:3433 110.05815:3401 110.06593:3758 115.23692:3895 119.14980:2993 121.22578:2917 134.10840:3191 153.02321:3949 153.07532:4457 153.29361:3853 153.30667:3607 153.57150:4619 153.63016:5039 163.61298:3165 185.04457:4296 185.14168:3310 185.19063:5047 185.27870:4577 185.71100:4804 185.78838:4742 228.60304:4449 228.70279:4654 229.40059:5364 281.24860:367678 289.11136:4579 289.25174:5054 289.38919:5229 290.38721:5488 290.42416:3710 377.67816:4463 377.88333:6775 379.18948:4610 379.42191:4840 385.67224:4859 403.42731:4101 444.28787:14323 462.29910:29625 463.88651:4182 513.91162:4434 514.24432:4168 514.57349:4841 516.24127:6027 566.16711:3972 616.32764:4038 726.54730:24018,4529986,2034064,1216841,173440,566886,819655907,624738345,648404032,589771604,353751661,697457162,3421126,960273,537232,587929,432749,1552096,762204,5857499,188052881.9,302167605.2,2.271024599
Neg,Yes,16030,10.52,722.5144,PE O-36:5|PE O-16:1_20:4,PE O-16:1_20:4,[M-H]-,null,0.95,TRUE,9.841,722.513,C41H74NO7P,EtherPE,YATSYZSZUULQDZ-UHFFFAOYSA-N,O=C(OC(COCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN)CCCCCCC=CCC=CCC=CCC=CCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,16030,0,0,0.99,0.14,0.21,0.5,3,2,2.07,12397.21,QC-low_MSMS_neg1,722.51508:148308 723.51974:82299 724.52441:0,82.21103:3337 82.23642:3667 82.30903:3385 82.41019:3931 82.56483:3441 91.27099:3168 94.46850:3619 94.50258:4239 94.68134:5267 109.53213:3415 109.54253:3491 109.72975:3936 109.92902:3906 128.54306:3836 128.58931:3084 128.63167:4783 128.77216:3956 128.90210:3106 147.22519:3805 152.08723:3449 153.00928:6388 153.04776:3477 153.06686:4128 153.24786:3687 168.04323:4960 181.25513:3637 185.11148:3292 185.79594:3776 227.98317:3863 228.64111:5472 259.24161:4338 289.29483:4004 289.32645:6436 289.40741:4540 289.56381:4545 290.14575:5853 290.27591:4495 290.31369:4948 303.23285:49240 377.81772:7548 378.16327:4180 379.04135:5499 379.08786:4478 379.29053:4197 388.59573:7971 407.80835:4128 418.27496:5202 436.28418:10562 514.03442:4350 514.10974:5361 514.38489:6026 515.73651:4788 516.05121:5778 722.61700:11932,1077156,181666,104760,727409,401375,199355981,152002163,144904817,129502102,33231013,157372519,248048,173591,728794,424582,493531,318621,312686,390910,41145218.48,69823723.84,1.937681398
Neg,Yes,17411,14.133,754.57758,PE O-38:3|PE O-18:2_20:1,PE O-18:2_20:1,[M-H]-,null,0.5,TRUE,11.852,754.57562,C43H82NO7P,EtherPE,VBHVWWDERMHMNQ-UHFFFAOYSA-N,O=C(OC(COCCCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCCN)CCCCCCCCCC=CCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,17411,0,0,0.99,0.46,0.41,0.75,3,2,2.29,41.13,QC-low_MSMS_neg1,754.57770:169478 755.58237:89914 756.58703:18923,82.50887:3499 94.47205:3842 97.29229:6658 109.47748:3994 109.87633:3011 128.37788:3937 128.57422:3870 129.02528:3392 152.74838:3326 152.84846:3218 152.95041:3452 153.00713:3800 153.40331:4489 229.17613:4413 281.24774:5893 282.13226:4079 289.41541:4946 289.71429:5013 309.24399:7412 309.27985:147142 377.70209:4577 379.09927:4712 387.97751:6787 414.48981:4546 462.29782:7236 466.17624:4269 504.74466:4283 515.06403:4295 516.06445:6111 741.64453:7974 742.84192:5476 746.97583:4704 754.57886:8909,2136109,853095,506742,9491,149602,35826768,25865714,27930058,24842370,15724300,29866510,1364207,302999,119030,122137,84248,614035,258715,2697337,8577687.25,12645011.3,2.597486518
Neg,Yes,17321,12.279,750.54572,PE O-38:5|PE O-18:1_20:4,PE O-18:1_20:4,[M-H]-,null,1,TRUE,10.622,750.54431,C43H78NO7P,EtherPE,VLIJZYIABFUKFN-UHFFFAOYSA-N,O=C(OC(COCCCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN)CCCCCCC=CCC=CCC=CCC=CCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,17321,0,0,1,0.14,0.15,0.88,3,2,2.22,14285.84,QC-low_MSMS_neg1,750.54517:221079 751.54983:106807 752.55450:28540,82.27176:3840 82.49152:4987 82.51498:6945 94.43028:4940 94.69490:5868 94.70079:3918 94.80518:3422 109.51331:4418 109.54494:3913 109.84461:4002 113.70400:3284 128.49837:4984 128.53918:5415 128.57939:4288 128.62892:4364 128.79390:3970 129.00400:4076 129.09534:3569 147.43503:3067 153.00154:5783 153.05435:4671 153.33006:3411 153.38536:3887 153.55605:4514 185.17554:4882 185.98090:3507 223.18146:3698 228.46362:4776 228.55948:4426 228.65614:5734 229.36768:5958 289.22009:4987 289.35709:6046 290.21817:4364 290.36868:4436 290.64374:4134 303.23282:34001 377.62589:4416 377.87262:4909 378.27988:5664 379.11667:4460 379.34518:4729 464.31293:5370 513.82202:4873 514.14764:8813 514.46747:3740 514.79730:4340 516.19373:5434 519.30798:4209 650.52924:4135 740.12524:4408 740.68634:5993 741.25580:7000 743.04889:6709 743.66052:8000 750.54126:5302 750.83960:3933,1937128,656528,220224,697240,715078,302486408,255613556,253566794,234188106,119639890,281836553,504830,509080,715958,553773,616770,813103,684958,800693,72939724.6,117726455.7,1.878636586
Neg,Yes,18004,13.626,778.57727,PE O-40:5|PE O-18:1_22:4,PE O-18:1_22:4,[M-H]-,null,0.55,TRUE,11.539,778.57562,C45H82NO7P,EtherPE,AXKTVZFNYZPELI-UHFFFAOYSA-N,O=C(OC(COCCCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN)CCCCCCCCC=CCC=CCC=CCC=CCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,18004,0,0,1,0.13,0.19,0.49,3,2,2.07,161.62,QC-low_MSMS_neg1,778.57495:82385 779.57962:37085 780.58429:0,81.79973:3073 82.23898:3950 82.25565:3662 82.26008:3163 82.30341:3907 82.49664:3403 82.56102:4646 82.58115:3777 86.07838:2941 94.41512:3562 94.46844:4850 94.80971:3637 97.29144:8737 109.47948:3631 109.49300:3628 109.76200:4306 109.91816:3065 109.98489:3513 121.38242:3497 128.56471:5521 128.93703:3552 128.98433:3619 129.06870:4034 152.90225:3828 152.92441:3783 153.03500:3967 153.23853:3959 153.57335:3328 185.07324:3715 290.26498:5206 331.26428:40126 356.68597:4106 377.73203:5044 379.02902:5125 379.07477:6039 389.43774:5679 464.31409:5397 513.97571:6242 514.30560:5121 516.03943:7282 516.11163:5503 587.30847:4672 608.66663:5547 670.33801:5122 743.37177:7690 743.49957:4984 778.06555:4756,738873,347939,18877,0,17198,35672249,33768542,34018336,33199169,15106358,37886614,224418,108561,3878,3412,7086,209332,38378,380314,9626108.395,15362515.63,2.119254646
Neg,Yes,9659,1.642,476.27759,LPE 18:2,LPE 18:2,[M-H]-,null,0.95,TRUE,5.89,476.27829,C23H44NO7P,LPE,DBHKHNGBVGWQJE-UHFFFAOYSA-N,O=C(OCC(O)COP(=O)(O)OCCN)CCCCCCCC=CCC=CCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,9659,0,0,1,0.9,0.93,0.93,5,2,2.57,1345.04,QC-low_MSMS_neg1,476.27771:14194973 477.28238:3747650 478.28705:625622,78.95570:40446 82.31099:8581 82.36723:9091 82.39022:7809 82.50576:8686 82.52538:6668 94.61796:6539 94.75698:8005 94.91419:9288 95.27621:7926 109.55578:7380 114.56075:8126 120.59543:9723 125.42444:7100 128.90660:9489 128.94505:6719 140.01207:62221 142.02094:7415 152.95126:10966 152.99608:14781 185.64690:11861 185.67801:7214 196.03787:406341 202.01254:7740 214.04858:101199 279.23285:4813038 289.29660:9297 289.73331:11729 290.05685:8526 290.15607:10066 290.21701:10112 290.38297:8984 377.75259:10304 378.33127:7726 379.37680:8143 389.07233:15730 423.93564:8253 476.27817:466829,201768845,53321472,64170380,33351702,47117812,6304795,4240188,5061892,4673730,2035520,4832622,61307708,42069324,52945016,45888632,48351304,44667812,68712224,49699620,51695217.26,54795339.03,1.469728969
Neg,Yes,10323,1.534,500.27869,LPE 20:4,LPE 20:4,[M-H]-,null,1,TRUE,5.813,500.27829,C25H44NO7P,LPE,JPNPIRVRGLGTRE-UHFFFAOYSA-N,O=C(OCC(O)COP(=O)(O)OCCN)CCCCCCC=CCC=CCC=CCC=CCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,10323,0,0,1,0.82,0.88,0.95,5,2,2.56,230997,QC-low_MSMS_neg1,500.27768:4743214 501.28235:1373576 502.28701:250742,78.95551:23421 82.13229:3792 83.04595:4260 94.41879:4117 94.48396:4284 94.68703:4063 98.30879:6816 109.47855:3176 109.49875:4431 109.53850:3731 109.93562:3432 109.97264:3656 117.29807:2865 125.53082:3546 128.38864:3066 128.48770:3848 128.56819:4131 128.77945:4197 128.86967:4104 128.95659:3359 129.04323:3452 140.01166:42769 152.98511:3767 152.99557:8057 153.37674:3788 177.09198:4666 185.15092:3780 185.51315:3615 185.73286:3920 196.03789:251732 205.19598:31630 214.04842:68532 228.45068:4288 229.34357:5117 259.24304:143647 285.22232:8906 290.18591:5733 290.33380:6631 303.23291:1615192 320.65286:4694 377.82944:5800 378.23590:4522 378.88705:5204 379.10483:6588 392.06668:4781 392.11676:5526 392.17938:3561 440.30246:7356 500.27826:180581,70197515,18317640,22208338,13572099,18194132,102646970,52931893,64285603,57163285,21577630,59207148,21200158,14653500,19094992,16098459,17318256,15763516,23749298,17944284,35610298.05,25862453.96,0.799554984
Pos,Yes,26011,13.695,788.61511,PC 36:1|PC 18:0_18:1,PC 18:0_18:1,[M+H]+,null,0.68,TRUE,10.628,788.61639,C44H86NO8P,PC,BKACBHCGNYBKHD-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCCCCCC=CCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCC,420,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,26011,0,0,1,0.16,0.15,0.31,6,1,1.34,110.95,QC-low_MSMS_pos2,788.61511:3034468 789.61978:1519646 790.62445:403346,82.27341:3300 82.29524:3812 82.47122:3269 88.11239:6106 94.65256:3546 94.68250:3762 97.27355:7810 102.12784:4130 109.48284:3836 109.55150:4577 109.58764:3268 109.78458:3393 109.82167:4462 128.47415:3223 128.56271:3687 128.57233:3186 128.78348:3607 128.83113:3415 128.85730:4302 136.38791:5104 144.84732:3386 152.92957:4026 153.18408:3623 153.29858:3952 164.93039:17221 164.96057:3547 184.07338:76098 185.07784:22112 185.09218:5646 185.35783:4956 186.07805:4513 197.11494:3789 222.56111:4284 229.09317:4334 254.33650:3982 378.84534:4204 388.58466:9540 489.48090:4581 514.58069:6415 515.80310:7638 610.54266:24934 741.33337:4554 742.54095:4839 743.05237:5533 768.40533:4767,67729704,22464666,11484641,7795439,12779278,2262661120,1779556736,1895518464,1647105920,1876634112,1981337600,19207462,11159479,10208208,7332449,10923350,12142987,11451807,29571084,614582342.4,908928369.2,1.623095863
