Polarity,Alignment.ID,Peak.color.code,Average.Rt.min.,Average.Mz,Metabolite.name,Metabolite,Adduct.type,Post.curation.result,Fill..,MS.MS.assigned,Reference.RT,Reference.m.z,Formula,Ontology,INCHIKEY,SMILES,Annotation.tag..VS1.0.,RT.matched,m.z.matched,MS.MS.matched,Comment,Manually.modified.for.quantification,Manually.modified.for.annotation,Isotope.tracking.parent.ID,Isotope.tracking.weight.number,RT.similarity,m.z.similarity,Simple.dot.product,Weighted.dot.product,Reverse.dot.product,Matched.peaks.count,Matched.peaks.percentage,Total.score,S.N.average,Spectrum.reference.file.name,MS1.isotopic.spectrum,MS.MS.spectrum,QC_1x,QC_2x,QC_3x,QC_MSMS,XZ_100,XZ_101,XZ_102,XZ_103,XZ_104,XZ_83,XZ_84,XZ_85,XZ_86_PBS,XZ_87,XZ_88,XZ_89,XZ_90,XZ_91,XZ_92,XZ_93,XZ_94,XZ_95,XZ_96_PBS,XZ_97,XZ_98,XZ_99,X1,X1.1,ppm
Pos,19281,green,9.489,768.5542,PC 35:4|PC 16:1_19:3b,PC 16:1_19:3,[M+H]+,null,1,TRUE,9.015,768.55377,C43H78NO8P,PC,JSXZJOMDSXRJMT-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCC,420,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,19281,0,0,1,0.65,0.85,0.41,6,1,1.64,4243.89,QC_MSMS_pos_top80_1,768.55402:94147832 769.55868:46653004 770.56335:11171784,86.09669:1368166 87.03024:41591 92.24408:95616 98.98437:86547 102.02625:39690 104.10722:223766 106.19801:42255 109.14435:44822 109.46729:47819 111.00554:46311 124.99997:598850 132.97942:39964 135.05331:46615 146.98186:110806 151.63109:43049 184.07352:29528214 184.17847:44284 297.05215:43926 323.01059:43760 353.26965:52771 353.36090:54699 357.10165:54761 383.71225:57280 418.11703:47405 459.00998:58331 482.32352:52097 768.55389:98584,562066618,528309825,541732649,590927873,260521501,32810500,39289548,286781872,42941097,39449480,43324992,222326299,277061,36073762,252170666,216705177,35008066,227717314,198677629,42122524,213550705,43539436,111831,9373168,244097441,264222706,191312682.4,187263757.1,0.559492409
Pos,19805,green,8.161,778.53918,PC 36:6|PC 16:1_20:5,PC 16:1_20:5,[M+H]+,null,0.92,TRUE,8.631,778.53809,C44H76NO8P,PC,XXKFQTJOJZELMD-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCC=CCC=CCC,420,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,19805,0,0,0.99,0.6,0.85,0.35,4,1,1.6,85.59,QC_MSMS_pos_top80_1,778.54010:1089495 779.54477:557940 780.54944:1880182,75.70811:4634 77.12881:4933 85.76347:4592 86.09647:23784 92.24738:11036 94.37800:5050 102.79432:4459 104.10738:5177 112.32281:4792 124.79589:5854 124.99986:22770 130.28217:4782 184.07353:803608 210.90640:5923 215.27812:5260 482.91165:6122 542.81702:6172 645.32825:5906 645.61578:6264 659.89056:5529 682.28131:5354,7140500,7862486,4807735,16462398,3055801,1963040,1754667,3201773,2396672,2140071,1852346,3782538,3966,1417900,2854361,3529742,2412464,3425007,3325168,1853344,2927652,1933531,1742,581790,3621694,5561233,3456523.926,3238700.365,1.400059951
Pos,20071,green,9.913,782.56976,PC 36:4|PC 18:1_18:3,PC 18:1_18:3,[M+H]+,null,0.58,TRUE,8.778,782.5694,C44H80NO8P,PC,FVXDQWZBHIXIEJ-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCC=CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCC=CCCCCC,420,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,20071,0,0,1,0.69,0.85,0.44,4,1,1.66,4587.85,QC_MSMS_pos_top80_1,782.57007:118840448 783.57474:58809672 784.57940:15861183,76.75514:51340 77.33153:49410 81.02221:49375 84.83897:46759 86.09661:2086445 92.24762:183168 98.98408:270482 104.10712:355602 104.19421:45875 109.52401:48408 114.57347:47852 120.95265:54603 124.07579:48679 124.99990:1138446 136.19617:51353 142.82262:60861 145.29529:45131 184.07349:47173204 184.50537:56022 267.64276:53407 405.91373:58337 463.54239:59839 474.93295:54714 603.83789:55558 769.60040:57915 782.56854:171459,777925281,837200825,807325308,970796570,132332458,256409628,298181603,211445155,290974540,221244168,307362994,129109503,454273,214160867,151048065,111127649,208588421,142987026,107782545,289003586,110045600,315192161,313722,70956425,141664651,147058576,278872753.8,263683065.1,0.460023098
Pos,20783,green,10.034,794.56952,PC 37:5|PC 15:0_22:5,PC 15:0_22:5,[M+H]+,null,0.81,TRUE,8.85,794.5694,C45H80NO8P,PC,QJDINBLSMJBKGI-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCC,420,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,20783,0,0,1,0.63,0.85,0.39,6,1,1.63,710.62,QC_MSMS_pos_top80_1,794.56958:9872758 795.57425:4974960 796.57892:1422897,86.09666:216132 88.32800:5348 98.98418:12986 104.10699:34450 111.71679:5324 118.38345:6395 124.99997:112288 128.68034:5652 131.92043:5558 147.97174:5845 184.07346:4393948 185.07693:8452 224.10397:7553 238.08426:10707 264.97342:5531 276.01651:5965 299.40359:7570 331.04233:5969 355.57138:6940 369.55774:6766 410.68723:5697 539.33441:6189 666.08258:6970 794.57013:12711,62984559,66498918,66778967,67319693,30337985,2938834,3601680,39739332,4052757,3514108,3876290,27694177,152086,3234930,33963956,24386654,3373155,23870453,20063322,3959665,24091387,4584495,142797,1020327,26614885,28243196,22193792.53,22603083.37,0.151025197
Pos,21368,green,8.571,804.55463,PC 38:7|PC 16:1_22:6,PC 16:1_22:6,[M+H]+,null,1,TRUE,8.563,804.55377,C46H78NO8P,PC,DLRNZUPJXRVWRW-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCCCCCC,420,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,21368,0,0,1,0.65,0.85,0.4,6,1,1.63,712.05,QC_MSMS_pos_top80_1,804.55426:8508920 805.55893:4566648 806.56360:2008456,80.29282:8960 80.82440:8677 86.09661:396744 89.50832:6977 97.09634:9960 98.98432:27867 101.77144:7223 104.10722:55233 107.16412:9557 108.62099:8084 113.82376:7559 114.78022:7839 120.49546:7952 124.99991:208709 138.26549:7765 155.46910:9146 169.88730:8532 184.07344:8165230 184.24928:8704 189.12009:8800 234.34644:10724 236.79698:8776 247.91951:9235 307.24838:8331 339.10291:9285 407.17325:8416 410.30093:8956 494.32391:13080 599.70288:10821 652.96161:10110 791.76514:10482 804.55298:25522,67238159,67472408,69233465,132784294,40435558,6062004,6405377,41721268,6683730,6799961,6545187,36128421,161437,6177309,34159587,38798455,6647421,36162188,37343563,6975063,35317693,6723420,85852,2038041,37721767,47466037,30126448.58,30509919.77,1.068915506
Pos,21493,green,8.948,806.56989,PC 38:6|PC 16:1_22:5,PC 16:1_22:5,[M+H]+,null,0.92,TRUE,8.873,806.5694,C46H80NO8P,PC,ZZCKHSDYCDDKIG-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCC=CCC=CCC=CCC,420,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,21493,0,0,1,0.5,0.47,0.34,4,1,1.49,3533.59,QC_MSMS_pos_top80_1,806.57050:36349100 807.57516:15969453 808.57983:8670074,86.09657:19881 92.24425:10532 101.29680:4905 102.05512:5285 102.50101:4871 106.76012:5443 107.01423:5387 119.23887:5509 124.99984:15399 139.15979:5257 149.74698:5845 149.75360:5342 167.97974:9660 184.07355:524687 185.99033:6923 222.08853:6261 299.25735:5609 373.21152:9384 464.26321:6522 487.22327:12175 494.85034:5752 534.43250:5459 587.72949:6178 681.95148:6031 806.46967:53167,217661002,207755385,234791745,214916680,96070192,57653631,49632106,125100108,74193940,51817663,50929026,90615412,2832,46876222,94618450,92391915,58697905,115654018,96622279,48639321,95112823,53186733,3944,10950986,126051815,102973982,92804619.79,64585911.83,0.607511269
Pos,21494,green,9.802,806.57007,PC 38:6|PC 16:0_22:6,PC 16:0_22:6,[M+H]+,null,1,TRUE,8.873,806.5694,C46H80NO8P,PC,ZZCKHSDYCDDKIG-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCC=CCC=CCC=CCC,420,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,21494,0,0,1,0.68,0.85,0.43,4,1,1.65,19003.83,QC_MSMS_pos_top80_1,806.57007:317187008 807.57474:161604208 808.57940:50702760,75.03484:89051 78.10788:80795 86.09665:2246144 87.94595:82048 97.71315:81340 98.98403:126542 104.10721:338713 105.02833:80707 106.85454:121315 121.45943:98033 125.00001:1082131 133.07414:76633 171.57492:86070 184.07355:47679480 187.53072:88025 232.48431:88136 237.27852:81362 248.74908:93796 278.44147:102231 301.56427:88593 306.87097:88288 428.78186:90097 590.12311:100508 635.08612:91481 789.13171:103384 806.56909:146211,1869867304,1944709145,1880194856,1816055396,876781229,88548361,82667952,916621576,101490074,93651300,81018264,768140681,1428814,84604586,760581933,767001412,90298882,802120693,722976917,102579602,882721602,100360514,1150283,24068040,844489985,916654386,639260914.9,645840057.9,0.830678674
Pos,24196,green,8.506,854.57056,PC 42:10|PC 20:4_22:6,PC 20:4_22:6,[M+H]+,null,0.92,TRUE,8.568,854.5694,C50H80NO8P,PC,OBNXHNMPWZNZOE-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCC=CCC=CCC=CCC=CCC=CCC,420,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,24196,0,0,1,0.17,0.18,0.33,4,1,1.36,89.52,QC_MSMS_pos_top80_1,854.57007:795907 855.57474:606132 856.57940:252415,92.24387:8686 97.51373:5231 100.16619:5206 106.86762:4902 112.01557:5975 118.14639:5918 118.29221:5446 154.99550:5851 156.61360:5910 184.07332:32641 191.22385:4701 198.95015:5807 208.66025:5960 250.37198:5608 255.93045:6385 274.52838:5595 292.47244:5640 296.78467:5750 797.33167:7132,4461498,4229389,4513748,4764879,2666760,319734,276789,2094871,435671,351786,262025,2114201,0,389598,2270960,2533472,358789,2544655,2163818,334520,2410048,428110,0,65251,2372597,2923498,1741794.99,1572502.065,1.357408772
Pos,15537,green,9.223,688.49182,PE 32:2|PE 16:1_16:1b,PE 16:1_16:1,[M+H]+,null,0.92,TRUE,8.633,688.49121,C37H70NO8P,PE,PGPMCWZMPPZJML-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,15537,0,0,1,0.43,0.58,0.7,3,2,2.3,602.76,QC_MSMS_pos_top80_1,688.49158:6998738 689.49624:3122576 690.50091:708542,77.64052:4127 79.05407:6799 81.07003:68455 83.08566:48034 85.06541:5135 86.09649:7713 91.05740:6529 92.24770:13139 93.06998:16862 95.08556:66906 97.10123:55465 100.56842:4927 102.11154:5511 105.25484:5059 107.08573:15860 109.10129:37983 111.08052:9173 111.11700:29731 112.36916:4128 113.09644:4602 119.47292:5538 121.10125:70314 123.11690:36868 125.09609:5174 134.58380:4875 135.11699:71168 137.13264:27237 149.13249:37547 153.12773:9429 153.41830:5537 163.14835:12695 166.31819:5425 184.07365:65243 214.82460:5698 219.21098:45836 223.06448:7323 224.06223:4705 237.22156:129646 280.26364:42343 311.25800:24394 355.06918:6184 357.06891:7815 422.76138:4963 482.87680:5222 487.18723:5655 528.61554:5002 530.33740:5688 547.47278:716971 626.60321:5223 629.09351:5310,32608765,33402607,33473409,36038430,13308581,7749045,11976030,23240324,8356666,6137748,9991482,14042343,12747,6392119,13247065,10785974,6928905,14661045,10731653,8789287,9746769,9745076,3650,1466888,14862070,12305754,13461708.95,10127902.18,0.885995335
Pos,16085,green,9.914,702.50842,PE 33:2|PE 16:1_17:1,PE 16:1_17:1,[M+H]+,null,0.92,TRUE,9.189,702.50677,C38H72NO8P,PE,WRAPIMBVEFZRSV-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCC)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,16085,0,0,1,0.44,0.59,0.71,4,2,2.31,294.32,QC_MSMS_pos_top80_1,702.50757:6403600 703.51224:2613071 704.51690:996992,79.05449:7097 81.07013:99779 83.08581:72609 83.76083:4464 85.06493:4854 85.10130:5401 85.73028:3957 86.09647:7557 89.34220:4196 93.06992:20916 95.08566:111075 97.06500:5939 97.10132:87038 98.26934:5484 99.03971:5321 99.08057:7696 105.08880:5381 107.08566:24122 109.10140:73653 109.37451:4589 111.08059:10423 111.11705:59246 120.19741:4803 121.10139:77238 123.11707:42582 125.09632:5600 125.13241:6804 127.11211:6082 128.23531:5555 133.08611:6193 134.32901:5607 135.08006:5111 135.11691:108041 137.13263:32425 139.11163:5717 141.12746:5431 149.13269:46340 151.14795:15290 153.12773:14957 163.14825:26212 177.16386:7940 184.07349:173197 197.08122:6566 215.59734:5252 219.21089:33799 233.22665:22214 237.22166:81986 251.23714:85005 277.51685:4587 280.26413:20149 283.60773:4829 294.27942:29286 311.25803:29948 325.27386:24920 334.75949:5407 361.11276:5474 376.76950:4909 379.09769:5033 453.25958:5354 464.19040:5303 561.48840:1069924 646.69135:5862,34546208,34670788,35516580,37738561,20042530,2844615,4618774,31926788,2923813,2618630,4071495,19569895,35694,2804206,19846126,13435397,2448512,21811368,14084906,3612768,13531786,3985265,25203,639731,21088378,19489757,14151068.19,12711182.08,2.348731814
Pos,16563,green,8.956,712.49121,PE 34:4|PE 14:0_20:4,PE 14:0_20:4,[M+H]+,null,0.92,TRUE,8.602,712.49121,C39H70NO8P,PE,BMBUWKNHXZNMFT-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCC=CCC=CCC)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCC,420,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,16563,0,0,1,0.15,0.27,0.69,4,1,1.53,480.3,QC_MSMS_pos_top80_1,712.49170:11023501 713.49637:2238340 714.50103:0,79.05448:36557 79.14352:4744 79.65310:4980 81.07005:66369 81.88136:4335 83.08566:34608 85.06515:5915 87.60960:4567 90.56665:5348 91.05424:19584 93.07008:65524 95.08566:80533 97.06498:23047 97.10143:39523 100.24565:4923 104.10710:24681 105.04517:5647 105.07010:15100 107.08562:60142 109.10135:46398 111.08060:7481 111.11703:17010 117.07021:11917 119.08575:19205 121.10128:92210 123.11699:21722 125.09615:5979 131.08562:17496 133.10144:6659 135.11684:61986 137.09619:5312 137.13232:24435 139.11128:8600 140.08614:5371 145.10121:17034 147.11681:11251 149.13266:30135 153.12712:5768 159.11755:10879 161.13254:10580 163.14818:9662 173.13248:12352 175.14894:6726 177.16406:64871 184.07344:57557 211.49754:5461 219.21098:25145 222.77826:4910 230.05847:6093 237.22128:37921 243.21127:33276 255.94617:5357 260.18344:5687 272.93018:4812 280.26337:11044 285.95331:5072 304.26328:33681 309.24249:9922 311.25824:432907 335.25830:13877 365.26999:32810 446.90735:5375 457.90442:5089 472.36520:5253 498.10361:5726 537.32178:6469 541.28790:6034 571.47272:326550 712.52118:5453,38398417,36982856,41390516,42946509,26983789,9975169,14161809,57657355,12860197,8124612,12288758,31614196,1677,6644769,31706590,17728819,8801208,31983876,17752325,12765786,18878265,12649956,3666,1096158,31848410,25776534,21193162.22,14959866.11,0
Pos,16712,green,10.691,716.52338,PE 34:2|PE 16:1_18:1a,PE 16:1_18:1,[M+H]+,null,1,TRUE,9.208,716.52252,C39H74NO8P,PE,RAMNOXDFBNFSFC-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,16712,0,0,1,0.46,0.6,0.71,4,2,2.31,38383.34,QC_MSMS_pos_top80_1,716.52344:178472864 717.52811:78444664 718.53277:20229274,79.05437:436362 81.07003:2667354 83.08573:2062169 85.06487:189743 85.51875:88969 93.07008:614850 95.08565:3290063 97.06500:197240 97.10133:2070868 99.08067:234806 104.23190:88361 107.08576:679798 109.10130:2048385 111.08051:177433 111.11700:1255651 113.09624:113754 121.10130:2697436 123.11697:1095828 125.09629:128624 125.13263:164943 127.11216:129536 135.11693:2623046 135.40810:90878 137.13269:906906 139.11160:230004 141.12758:126144 149.13271:1410255 151.14842:440762 153.12749:578764 154.22441:99673 155.01035:142779 163.14850:477831 165.16397:184640 167.14340:115278 167.63997:94185 172.09286:96490 177.09673:96419 177.16399:296471 180.37900:88587 182.84796:101949 184.07365:738463 191.17932:129725 219.21106:672267 237.22133:2175540 247.24199:753518 265.25278:2193760 265.26599:189954 280.26395:459889 308.29449:1041696 311.25809:878889 339.28909:749348 575.50391:27268530 652.64862:134904,1232484699,1177780863,1260427687,1293342820,666934956,571878445,755297991,975882604,580724213,481862718,603422505,590547220,743838,466713918,564347271,564156294,504039432,646250776,581682962,592256436,569324939,666313835,683233,134724954,736674387,692486345,650422513.1,332816129.4,1.20024141
Pos,17403,green,11.538,730.53931,PE 35:2|PE 17:1_18:1,PE 17:1_18:1,[M+H]+,null,1,TRUE,9.647,730.53809,C40H76NO8P,PE,MLYDZMPNTAJTBN-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,17403,0,0,1,0.45,0.6,0.71,4,2,2.31,4328.89,QC_MSMS_pos_top80_1,730.53949:51544376 731.54416:21360306 732.54883:8024608,79.05447:62066 81.07014:750708 83.08582:546514 83.68033:29990 85.06503:71367 85.10140:59960 85.29509:26484 92.24765:73768 93.07023:150772 95.08574:895648 97.06493:32346 97.10143:616799 99.08057:54498 99.72583:26128 107.08592:184929 109.10144:604915 111.08051:70464 111.11706:337531 113.09618:61003 121.10150:636178 123.11705:204412 124.01591:45620 125.09666:25221 125.13287:44994 127.11201:33644 132.81592:24589 135.11702:590674 137.13260:177720 139.11180:95755 145.31374:27243 145.80762:26683 149.13292:268617 151.14838:178892 153.12764:103604 155.01137:47152 163.14854:123651 165.16417:80892 167.14317:65412 169.92891:26687 169.93782:29195 184.07346:161684 191.17970:30791 205.19585:27938 233.22678:213456 247.24269:155099 251.23729:651898 265.25302:558042 294.27951:173395 308.29538:235140 325.27380:211629 326.44809:30887 339.28983:192458 562.74725:28313 576.99768:28101 589.52008:7105988 601.98511:26016 732.41925:34012,410554475,400634817,426912630,433890428,227199250,43687445,54155510,350934040,47088803,29276059,41161791,227651160,325736,33504521,236055894,152723933,29384924,261809970,156764189,53405542,169052584,63099819,262238,7493913,242417818,221512726,166190777.5,146306501.4,1.670001902
Pos,17780,green,9.227,738.50726,PE 36:5|PE 16:1_20:4,PE 16:1_20:4,[M+H]+,null,1,TRUE,8.737,738.50677,C41H72NO8P,PE,CXGZFWPMXPAZEA-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCC,420,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,17780,0,0,1,0.16,0.29,0.68,4,1,1.53,6493.63,QC_MSMS_pos_top80_1,738.50696:49316992 739.51163:21787298 740.51629:5877635,75.57195:20170 79.05444:179725 81.07005:408511 83.08575:182039 85.06491:35998 85.10126:31861 91.05442:273027 91.24127:18004 91.24421:19801 92.24403:35244 93.07001:251288 95.04922:41732 95.08565:369421 97.06490:61315 97.10132:233464 99.08060:29493 100.61359:20209 103.15531:21374 105.07003:212408 107.08577:173411 107.33219:18455 109.10144:162562 111.08049:33232 111.11703:133772 115.30679:19673 117.07001:102470 119.08575:317838 121.10133:329052 121.18291:18676 123.08007:52233 123.11697:151430 125.09612:22093 127.11163:24929 129.07005:54316 131.08565:100973 133.10126:253075 133.92940:18753 135.11694:283634 137.13254:108139 139.11180:19340 143.08575:63984 145.10094:72281 147.11697:128866 149.13260:150542 151.14822:27778 153.12793:22376 157.10123:55089 157.11179:20774 159.11687:56417 161.13268:43967 163.14827:39580 168.40900:20297 171.11714:67787 173.13240:39347 175.14798:53741 177.16382:41895 184.07336:84249 185.13274:53513 187.14818:40760 189.16389:38958 201.16412:44187 203.17953:376409 213.16396:25050 215.17979:24045 219.21115:87903 225.65138:22096 229.70096:18552 237.22150:276366 240.09900:21609 269.22577:108214 280.26318:79231 311.25824:2162611 330.27994:189388 358.09714:19810 361.27390:79777 365.26917:125730 419.54205:20337 419.79956:20663 459.14410:21797 462.00925:24967 597.48822:1717163,233529543,227764350,231718224,253491264,126731467,28274161,30016527,170227072,32244203,24934889,27577810,123711515,213407,23764911,114476479,105385368,28195819,139067522,99044932,29161270,103241228,30917608,185307,5533026,127236088,128661493,94050210.93,79701009.77,0.663501027
Pos,17868,green,10.669,740.52325,PE 36:4|PE 16:0_20:4,PE 16:0_20:4,[M+H]+,null,1,TRUE,9.243,740.52252,C41H74NO8P,PE,NQIMLWFRWGTTOZ-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN)CCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,17868,0,0,1,0.16,0.3,0.7,4,2,2.18,42042.75,QC_MSMS_pos_top80_1,740.52338:230059520 741.52804:99997512 742.53271:27561850,79.05441:249288 81.07003:569799 83.04903:17210 83.08571:322977 85.06491:33414 85.10140:385908 86.09639:39246 86.39857:10989 88.22650:9985 91.05439:463626 92.24438:24953 93.07001:346267 95.04910:38226 95.08563:901294 97.06490:91732 97.10125:228532 98.06009:12758 99.08060:16737 99.11700:22200 99.91735:11112 105.04517:11123 105.07009:432254 107.08569:256627 109.06501:17399 109.10136:463181 111.08047:29173 111.11702:78918 112.01675:12348 113.13308:16257 114.41296:9367 117.07001:168470 119.08569:577972 120.96635:25481 121.10130:261519 123.08060:69911 123.11695:284945 124.01564:23084 125.09628:29954 125.13262:48335 127.95172:11575 129.05457:10033 129.06996:91967 131.08566:219981 133.10129:430080 134.31328:10154 135.08040:18406 135.11697:114713 137.09607:29220 137.13252:152092 139.14792:12247 143.08595:61723 145.10136:143087 147.08057:19134 147.11691:183896 149.09637:24319 149.13268:45818 151.14821:61144 155.01025:33298 157.10135:119554 159.11707:77025 161.09622:31374 161.13254:107757 163.11223:13223 163.14862:49096 164.00821:42002 165.16397:36424 171.11693:141164 173.13269:53973 175.11174:21239 175.14819:94084 175.63913:10560 177.16382:32381 180.12192:9785 183.11685:14432 184.07352:510748 185.07677:34111 185.13272:90415 186.07784:12596 187.14799:64049 189.12709:15182 189.16374:74440 198.05290:12342 199.11185:13286 199.14835:53838 201.16385:46501 203.17963:635134 213.16409:41251 215.17989:28657 219.17427:10052 221.22650:46464 227.17963:33954 239.23715:382587 241.19525:29061 242.47073:10700 257.22672:10275 257.24756:74674 263.68140:12763 266.05283:9970 269.22653:153224 282.27890:83121 287.23743:26494 297.27921:15087 311.25803:111445 313.27377:3764937 330.27924:301640 343.26328:17807 356.99991:11567 361.27356:142937 367.28461:254230 393.24026:36608 435.34653:28880 436.28284:11733 438.97867:11712 454.29312:13615 551.50250:21363 599.50385:3032139 607.77557:12027 647.88226:15327,1216194714,1179947069,1237286241,1286891384,1041977874,291035839,281504430,1299522042,288489407,269788317,244350564,1072734434,838466,247947050,998287181,953652537,292088912,1098590385,894626202,285316711,1010237430,273243587,732660,71364187,1049140088,1085465308,691202039.2,467429446.2,0.985790412
Pos,18045,green,12.465,744.55536,PE 36:2|PE 18:1_18:1,PE 18:1_18:1,[M+H]+,null,1,TRUE,10.094,744.55377,C41H78NO8P,PE,MWRBNPKJOOWZPW-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,18045,0,0,0.99,0.43,0.59,0.7,3,2,2.3,43578.13,QC_MSMS_pos_top80_1,744.55548:378096928 745.56015:175555200 746.56482:46184816,79.05444:506270 80.41865:124684 81.07010:3483987 83.08576:3133351 85.06498:282823 85.10138:630211 88.10027:139192 93.07000:928068 95.08570:5232996 97.06501:198578 97.10133:3640536 99.08071:300851 104.57713:164269 107.08573:598532 109.10138:3776878 109.78813:144172 111.08060:222708 111.11695:2046104 113.09612:434997 121.10138:2525595 123.11697:1431229 125.09609:169811 125.13280:265560 127.11171:148464 135.11702:3376289 137.13261:609847 149.13281:1488960 151.14832:1021041 153.12749:320684 156.51154:147596 159.45534:119250 163.14824:783958 165.16402:692152 167.14392:164746 177.16367:294281 179.17952:150679 184.07343:402453 191.17995:383150 191.30421:134359 205.19530:165088 232.57063:129787 247.24217:1940454 265.25278:6460836 303.84619:129795 308.09576:129842 308.29477:1970760 321.27866:382375 339.28961:1970556 368.30896:157488 505.82660:134363 603.53528:35833504 663.76379:183004 672.99371:140384 674.17816:160386,3337244965,3423298432,3589594687,4994926914,1353834120,1079150733,1565842696,1783450600,1186106869,875505221,1177514861,1295200408,2144727,867371981,1240318791,925297328,959918887,1540636943,879776102,1138588323,1136076527,1307316128,2716625,229479885,1757400419,1348307801,1499885422,1140844228,2.135507285
